A Alchemist`s Acolyte,"['Race: Sarnak', 'Class: Warrior', 'Level: 56', 'Zone: Chardok', 'Location: 95.00, 5.00', 'Respawn Time: 20 minutes', 'AC:', 'HP: ()', 'Damage per hit: 81  - 224', 'Attacks per round: ()', 'Special: Rampage, Enrage, Unmezzable']",https://wiki.project1999.com/A_Alchemist%60s_Acolyte
A bandit (Eastern Karana),"['Race: Various', 'Class: Multiple', 'Level: 9-12', 'Zone: Eastern Karana', 'Location:', 'Respawn Time: 6:40', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_bandit_(Eastern_Karana)
A bandit (Greater Faydark),"['Race: Various', 'Class: Warrior', 'Level: 5-7', 'Zone: Greater Faydark', 'Location: 100% @ (-1266, -700)', 'Respawn Time: Unknown', 'AC: 84', 'HP: 75-100 (0)', 'Damage per hit: 1  - 16', 'Attacks per round: 1 (100%)', 'Special: Neither Kelethin nor Felwithe guards will help with them']",https://wiki.project1999.com/A_bandit_(Greater_Faydark)
A bandit (Lake Rathe),"['Race: Various', 'Class: Multiple', 'Level: 9-12', 'Zone: Lake Rathe', 'Location:', 'Respawn Time: Unknown', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_bandit_(Lake_Rathe)
A bandit (Lesser Faydark),"['Race: Various', 'Class: Multiple', 'Level: 9-12', 'Zone: Lesser Faydark', 'Location:', 'Respawn Time: Unknown', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_bandit_(Lesser_Faydark)
A bandit (Rathe Mountains),"['Race: Various', 'Class: Multiple', 'Level: 9-12', 'Zone: Rathe Mountains', 'Location:', 'Respawn Time: Unknown', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_bandit_(Rathe_Mountains)
A bandit (Timorous Deep),"['Race: Human', 'Class: Warrior', 'Level: 14-18', 'Zone: Timorous Deep', 'Location: 100% @ (5756, -1991)', 'AC: 116', 'HP: 375 (0)', 'Damage per hit: 1  - 30', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bandit_(Timorous_Deep)
A bandit (Western Karana),"['Race: Various', 'Class: Multiple', 'Level: 9-12', 'Zone: Western Karana', 'Location: \n camp of four: (-3500, -11100), (-3550, -11100), (-3500, -11150), (-3500, -11140)\n group of four: (-875, -7075), (905, -7060), (890, -7025), (900, -7000)\n -2773, -10720 (road ambush with 2-3 bandits; 1 other bandit wanders between here and the previous area)\n 180, -7000 (lone bandit)\n -1020, -11865 (hillside with 5-6 bandits)\n 882, -11574 (Mountain valley with 3-4 bandits)\n 355, -6531 (Large camp with 6+)\n Bandits/Farmer mix: (-360, -5440), (-360, -5430), (-290, -5410), (-310, -5460)\n NOTE: the Ghoul Messenger paths through this area', 'Respawn Time: Unknown', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_bandit_(Western_Karana)
A bandit leader,"['Race: Halfling', 'Class: Warrior', 'Level: 18-20', 'Zone: Timorous Deep', 'Location: 100% @ (5754, -2024)', 'AC: 136', 'HP: 504 (0)', 'Damage per hit: 1  - 36', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bandit_leader
A Bandit Lookout,"['Race: Human', 'Class: Warrior', 'Level: 9', 'Zone: Greater Faydark', 'Location:\xa0?', 'AC:\xa0?', 'HP:\xa0? (0)', 'Damage per hit:\xa0?', 'Attacks per round:\xa0? (?)', 'Special:\xa0?']",https://wiki.project1999.com/A_Bandit_Lookout
A banished kerran,"['Race: Kerra', 'Class: Monk', 'Level: 20', 'Zone: Kerra Island', 'Location: 100% @ (463, 487)', 'AC: 86', 'HP: 600 (0)', 'Damage per hit: 1  - 44', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_banished_kerran
A barbarian mercenary,"['Race: Barbarian', 'Class: Warrior', 'Level: 38', 'Zone: Kael Drakkel', 'Location: 50% @ (-241, 2532)', 'AC: 332', 'HP: 1824 (1)', 'Damage per hit: 15  - 76', 'Attacks per round: 2 (92%)', 'Special: None']",https://wiki.project1999.com/A_barbarian_mercenary
A barbed bone skeleton,"['Race: Skeleton New', 'Class: Warrior', 'Level: 24-26', 'Zone: Rathe Mountains, The Estate of Unrest', 'Location: Various', 'AC: 188', 'HP: 790-830 (1)', 'Damage per hit: 2  - 65', 'Attacks per round: 1 (95%)', 'Special: Immune to Flee, See Invis, Damage Shield']",https://wiki.project1999.com/A_barbed_bone_skeleton
A barbed succulent,"['Race: Succulent', 'Class: Warrior', 'Level: 19', 'Zone: The Overthere', 'Location: 100% @ (801, -3494)', 'AC: 142', 'HP: 551 (0)', 'Damage per hit: 1  - 38', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_barbed_succulent
A Basalt Drake,"['Race: Drake', 'Class: Warrior', 'Level: 23', 'Zone: Rathe Mountains', 'Location: 100% @ (1929, 2094), (-1687, 5), (-1280, 740)', 'AC: 188', 'HP: 936 (1)', 'Damage per hit: 31  - 65', 'Attacks per round: 1 (95%)', 'Special: None']",https://wiki.project1999.com/A_Basalt_Drake
A basalt gargoyle,"['Race: Gargoyle', 'Class: Warrior', 'Level: 33', 'Zone: Lower Guk', 'Location: Various', 'AC: 291', 'HP: 1419 (1)', 'Damage per hit: 13  - 66', 'Attacks per round: 2 (93%)', 'Special: None']",https://wiki.project1999.com/A_basalt_gargoyle
A basilisk,"['Race: Basilisk', 'Class: Warrior', 'Level: 13-17', 'Zone: Rathe Mountains', 'Location: some near (-282,-1578) (5070,724) (-1739,302)', 'AC: 129', 'HP: 459 (0)', 'Damage per hit: 17  - 38', 'Attacks per round: 1 (98%)', 'Special: None']",https://wiki.project1999.com/A_basilisk
A basilisk hatchling,"['Race:', 'Class: Warrior', 'Level: 8', 'Zone: Nektulos Forest', 'Location: Various', 'AC: 71', 'HP: 144 (0)', 'Damage per hit: 1  - 18', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_basilisk_hatchling
A bat,"['Race: Animal', 'Class: Monster', 'Level: 1', 'Zone: See Below[1]', 'Location: Various', 'AC:\xa0?', 'HP:\xa0? (?)', 'Damage per hit: 1  - 2', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bat
A Bear Cub,"['Race: animal (bear)', 'Class: Warrior', 'Level: 2', 'Zone: Surefall Glade', 'Location: See Discussion', 'AC: 32', 'HP: 24 (0)', 'Damage per hit: 1  - 4', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Bear_Cub
A beggar (North Qeynos),"['Race: Human', 'Class:', 'Level: 5', 'Zone: North Qeynos', 'Location:', 'AC:', 'HP: ()', 'Damage per hit:', 'Attacks per round: ()', 'Special:']",https://wiki.project1999.com/A_beggar_(North_Qeynos)
A beggar (Qeynos Catacombs),"['Race: Human', 'Class:', 'Level: 5', 'Zone: Qeynos Catacombs', 'Location: Various', 'AC:', 'HP: ()', 'Damage per hit:', 'Attacks per round: ()', 'Special:']",https://wiki.project1999.com/A_beggar_(Qeynos_Catacombs)
A berserk brute,"['Race: Yeti', 'Class: Warrior', 'Level: 28', 'Zone: Frontier Mountains', 'Location: 33% @ (-3425, -2218)', 'AC: 201', 'HP: 1064 (1)', 'Damage per hit: 11  - 56', 'Attacks per round: 2 (100%)', 'Special: None']",https://wiki.project1999.com/A_berserk_brute
A Berserk Fiend,"['Race: Mutant Humanoid', 'Class: Warrior', 'Level: 46', 'Zone: City of Mist', 'Location: 50% @ (35, 276)', 'AC: 318', 'HP: 6000 (4)', 'Damage per hit: 37  - 138', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_Berserk_Fiend
A Bewildered Wanderer,"['Race: Recuso', 'Class: Warrior', 'Level: 37', 'Zone: City of Mist', 'Location: 25% @ (102, -350), 25% @ (262, -354)', 'AC: 259', 'HP: 1739 (1)', 'Damage per hit: 14  - 74', 'Attacks per round: 2 (92%)', 'Special: None']",https://wiki.project1999.com/A_Bewildered_Wanderer
A Bile Golem,"['Race: Goo', 'Class: Warrior', 'Level: 44 - 49', 'Zone: Howling Stones', 'Location: Entrance, North Wing, West Wing, South Wing', 'AC: 298', 'HP: 6279 (4)', 'Damage per hit: 21 - 136', 'Attacks per round: 2 (90%)', 'Special: Most, but not all, See Invis']",https://wiki.project1999.com/A_Bile_Golem
A Bixie,"['Race: Bixie', 'Class: Ranger', 'Level: 1 - 5', 'Zone: Kithicor Forest, Misty Thicket, West Commonlands', 'Location: See Discussion', 'AC: 25', 'HP: 11 (0)', 'Damage per hit: 1  - 2', 'Attacks per round: 1 (100%)', 'Special: Immune to Flee']",https://wiki.project1999.com/A_Bixie
A Bixie Drone (Kithicor Forest),"['Race: Bixie', 'Class: Ranger', 'Level: 2', 'Zone: Kithicor Forest', 'Location: See Discussion', 'AC: 32', 'HP: 24 (0)', 'Damage per hit: 1  - 4', 'Attacks per round: 1 (100%)', 'Special: Immune to Flee']",https://wiki.project1999.com/A_Bixie_Drone_(Kithicor_Forest)
A Bixie Drone (Misty Thicket),"['Race: Bixie', 'Class: Ranger', 'Level: 2', 'Zone: Misty Thicket', 'Location: See Discussion', 'AC: 32', 'HP: 24 (0)', 'Damage per hit: 1  - 4', 'Attacks per round: 1 (100%)', 'Special: Immune to Flee']",https://wiki.project1999.com/A_Bixie_Drone_(Misty_Thicket)
A bixie queen,"['Race: Bixie', 'Class: Shaman', 'Level: 4 - 5', 'Zone: Misty Thicket', 'Location: 34% @ (610, -85)', 'AC: 45', 'HP: 56 (0)', 'Damage per hit: 1  - 8', 'Attacks per round: 1 (100%)', 'Special: Immune to Flee']",https://wiki.project1999.com/A_bixie_queen
A Black Bear,"['Race: Bear', 'Class: Warrior', 'Level: 4-5', 'Zone: East Commonlands, Kithicor Forest, Misty Thicket,  Nektulos Forest, Rathe Mountains', 'Location: Various', 'AC: 51', 'HP: 75 (0)', 'Damage per hit: 1  - 10', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Black_Bear
A black mamba,"['Race:', 'Class: Warrior', 'Level: 7', 'Zone: Nektulos Forest', 'Location:', 'AC: 25', 'HP: 119 (0)', 'Damage per hit: 1  - 20', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_black_mamba
